Sinopsis,limpios
"Ramiro es un joven de 25 años que reside en la ciudad de BogotÍ. Viene de provincia y hace 10 años que llego a la capital estudiar artes. AdemÍs de las artes muestra un gran interés por las plantas y la botÍnica. Por las noches tiene como costumbre hacer germinados, sacar esquejes, trasplantar, etc... Sus amigos le dicen El vampiro pues por las noches tiene por costumbre sacarle el jugo a todo lo relacionado con la naturaleza con gran pasión y romanticismo. Una noche mientras Ramiro se preparaba para dormir, después de haber realizado tareas para satisfacer su rutina de jardinero empírico, se comete un robo en el apartamento vecino. Su vida se ve perturbada a causa del robo pues en el vecindario no se hace mÍs que hablar del tema y las ideas que tiene la gente para mejorar la seguridad le parecen absurdas, al igual que lo fue el propio robo, pues el botín de los ladrones termino siendo un televisor viejo y una alcancía. Las sirenas de policía permean en su cabeza. Al",ramir jov 25 años resid ciud bogot vien provinci hac 10 años lleg capital estudi artes adem artes muestr gran interes plant botin noch costumbr hac germin sac esquej trasplant etc amig dic vampir pues noch costumbr sac jug relacion naturalez gran pasion romantic noch mientr ramir prepar dorm despues hab realiz tar satisfac rutin jardiner empir comet rob apartament vecin vid ve perturb caus rob pues vecindari hac mis habl tem ide gent mejor segur parec absurd igual propi rob pues botin ladron termin siend televisor viej alcanc siren polic perm cabez
"La vida puede llegar a ser muy caprichosa y cruel en ciertas ocasiones, el paso del tiempo es inevitable y se encarga de apartar de tu vida aquello que mas amas, aquellas personas con quienes vives momentos Íºnicos, irrepetibles e inolvidables, es allí cuando a tu mente vienen todos esos recuerdos, pero sabes que deben quedarse en solo eso, pues la vida continua y debemos dejar ir definitivamente a esa o esas personas que amamos con todo nuestro corazón, porque sencillamente deben seguir con su camino hacia la eternidad...",vid pued lleg ser caprich cruel ciert ocasion pas tiemp inevit encarg apart vid aquell mas amas aquell person viv moment iºnic irrepet inolvid alli ment vien recuerd sab deb qued sol pues vid continu deb dej ir definit person amam corazon sencill deb segu camin haci etern
"Este cormetraje estÍ basado en una historia de la vida real de una persona que día día lucha por sacar su talento adelante en un país donde el arte y la mÍºsica muchas veces no es valorado.. una historia que se repite día a día... pero aÍºn así donde los sueños no mueren,cobrando vida cada que usa su traje.",cormetraj esti bas histori vid real person dia dia luch sac talent adel pais arte miºsic much vec valor histori repit dia dia aiºn asi sueñ muer cobr vid cad usa traj
"SINOPSIS â€œLA VIDA EN SUEÍ‘Oâ€ Unos sueñan cambiar su futuro. Otros con un mundo mejor. Los demÍs, para alterar su realidad. En un mundo egoísta, desigual y sin amor, algunos optan por alternativas para dar luz a su oscuridad.",sinopsis â œla vid sue oâ sueñ cambi futur mund mejor dem alter realid mund egoist desigual amor optan altern dar luz oscur
"Concepción, una joven vendedora de tintos de bajos recursos económicos, quiere ayudar a su hijo Wilfren a cumplir sus sueños como futbolista. Inés, su compañera, le recomienda a Concepción ir donde Víctor, un intimidante prestamista, para que obtenga dinero fÍcil. Sin embargo, la ambición y el materialismo de Concepción la llevarÍn a una irreversible decadencia.",concepcion jov vendedor tint baj recurs econom quier ayud hij wilfr cumpl sueñ futbol ines compañer recomiend concepcion ir victor intimid prestam obteng diner ficil embarg ambicion material concepcion llevarin irrevers decadent
"Esta es la historia de Alexander, un chico que es dominado por la depresión ya que perdió los dos pilares que sostenían su vida. Con la poca cordura mental que le queda, decide jugar un juego que no es para niños.",histori alexand chic domin depresion perd dos pilar sosten vid poc cordur mental qued decid jug jueg niñ
"Esta es la historia de Alexander, un chico que es dominado por la depresión ya que perdió los dos pilares que sostenían su vida. Con la poca cordura mental que le queda, decide jugar un juego que no es para niños.",histori alexand chic domin depresion perd dos pilar sosten vid poc cordur mental qued decid jug jueg niñ
"LAPU (SUEÍ‘O) KAJUTAMUIN PULAPUIN (El sueño es una interpretación de la vida) Josefa una mañana se queda dormida, cuando despierta ve que su marido va de salida se despide, pero ella lo tiene para decirle algo, pero él no la deja. Ella queda preocupada, se pregunta si se lo cuenta a su mamÍ, pero prefiere no hacerlo por lo que su mamÍ siempre le dice que ella tiene sueños malos, horas mÍs tarde decide tomarse una siesta cuando apenas se estaba durmiendo escucha la voz de una anciana gritando su nombre, se despierta y no ve a nadie ya con preocupación decide ir donde su mamÍ a contarle lo que ha sucedido. Su mamÍ le dice solo toca esperar regrese su marido, le advirtió ya es un poco tarde debiste contar tu sueño a varias personas. Regresando a casa Ignacio, el marido de Josefa recibe un tiro por la espalda. Si Josefa no hubiera reservado su sueño no le hubiera sucedido esta tragedia.",lapu sue kajutamuin pulapuin sueñ interpret vid josef mañan qued dorm despiert ve mar va sal despid dec dej qued preocup pregunt si cuent mam prefier hac mam siempr dic sueñ mal hor mis tard decid tom siest apen durm escuch voz ancian grit nombr despiert ve nadi preocup decid ir mam cont suced mam dic sol toc esper regres mar advirt tard deb cont sueñ vari person regres cas ignaci mar josef recib tir espald si josef reserv sueñ suced tragedi
"Muchos estudiantes de la educación pÍºblica buscan salir a delante a pesar de las circunstancias, esta es la historia de Jorge, un estudiante que se ve agobiado por los problemas, después de la pérdida de su padre; su familia cambio, su vida es un contraste continuo. En su bÍºsqueda por salir adelante y ser un profesional, su madre y hermano lo desaniman cada vez mÍs Â¿se dejarÍ agobiar por las circunstancias?, Â¿saldrÍ adelante para lograr lo que quiere? DescÍºbrelo en Las Botas son para el Barro.",estudi educ piºblic busc sal delant pes circunst histori jorg estudi ve agobi problem despues perd padr famili cambi vid contr continu biºsqued sal adel ser profesional madr herman desanim cad vez mis â dejar agobi circunst â saldr adel logr quier desciºbrel bot barr
una breve mirada a las calles de la ciudad,brev mir call ciud
"Nuestro personaje es un trabajador de una empresa de telecomunicaciones en donde labora aproximadamente 2 años, esta empresa ha estado teniendo problemas económicos por lo que se ha visto obligada a recortar personal, uno de estos es nuestro personaje lo que lo lleva a una frustración económica y laboral que se transforma en tragedia puesto que lo asotan las deudas y todas sus obligaciones del día a día, hasta que por obra del destino se tropieza con una oportunidad que le puede ayudar a dar solución a sus problemas financieros.",personaj trabaj empres telecomun labor aproxim 2 años empres problem econom vist oblig recort personal personaj llev frustracion econom laboral transform tragedi puest asot deud tod oblig dia dia obra destin tropiez oportun pued ayud dar solucion problem financier
"Gran parte de nuestro país esta bañado por extensas aguas que se desbordan del mas grande rió de Colombia formando una región llamada la mahona en donde se cuentan mas de una docena de historias regionales mezcladas entre la realidad y la ficcion, espantos apariciones encantos y mucho mas que podemos apreciar en las historias de Rommel Ramirez Un nuevo productor de las leyendas urbanas . no te la pierdas la leyenda del mojan y el misterio de la lampara .. https://www.youtube.com/watch?v=dldn0O8saQs tengo versión subtitulada 6663355 - 3175215370",gran part pais bañ extens agu desbord mas grand rio colombi form region llam mahon cuent mas docen histori regional mezcl realid ficcion espant aparicion encant mas pod apreci histori rommel ramirez nuev productor leyend urban pierd leyend moj misteri lamp https www youtub com watch v dldn0o8saqs version subtitul 6663355 3175215370
Diana le da like a Camilo. No se ven hace años. Trabajaron juntos. HabrÍ química entre ellos?,dian da lik camil ven hac años trabaj junt habr quimic
"Es la historia de Camila, una linda chica que se gana la vida haciendo transmisiones en directo y a quien RauÌl admira. Cierto diÌa, RauÌl se enreda con una manguera de drenaje al caminar revisando algunos viÌdeos y las redes sociales, y sin prestar mucha atencioÌn, continuÌa su camino dejando la manguera desviada y ocasionando un escape de agua. En ese momento, una chica hablando por celular pasa cerca al charco de agua y un auto que transita por alliÌ la salpica. La chica se altera, logra contenerse y continuÌa hablando por el celular. A continuacioÌn, aparece un ladroÌn, le rapa el celular y huye del lugar. Luego, el ladroÌn se le atraviesa a un ciclista y eÌste lo esquiva cayendo al suelo. El ciclista se levanta, recoge el mercado y continuÌa su trayecto. La bolsa de mercado se rompe y se cae una lata de arvejas. DespueÌs, un conductor distraiÌdo golpea la lata de arvejas y se asusta dejando caer el celular, el cual le bloquea el freno. Al final el conductor distraiÌ",histori camil lind chic gan vid hac transmision direct rauì l admir ciert diì rauì l enred manguer drenaj camin revis viì deos red social prest much atencioì n continuì camin dej manguer desvi ocasion escap agu moment chic habl celul pas cerc charc agu aut transit alliì salpic chic alter logr conten continuì habl celul continuacioì n aparec ladroì n rap celul huy lug lueg ladroì n atravies ciclist eì ste esquiv cayend suel ciclist levant recog merc continuì trayect bols merc romp cae lat arvej despueì s conductor distraiì do golpe lat arvej asust dej caer celul bloque fren final conductor distraiì
"SINOPSIS â€œLLORONAâ€ Recomendada para todo tipo de pÍºblico. En un lugar sin tiempo, recorre por los verdes campos Llorona, la dueña de la vida y de la muerte, el ensueño y el temor de la humanidad, pero en el corazón de un hombre cabe el sentimiento de amor y de odio hacia ella; un amor platónico, asfixiante, delirante, inconsecuente y muy desesperado, y un odio profundo y rotundo por no ser correspondido, este amor desatinado lleva a este hombre a entregar su bien mÍs preciado a cambio del amor de llorona, la vida, fundiendo así sus lazos por la eternidad. Natalia CÍceres y Deivid Guerrero dirigen este cortometraje a partir de una adaptación a la letra â€œla lloronaâ€ de la cantautora ChÍvela Vargas; estÍ protagonizado por Natalia CÍceres y Deivid Guerrero.",sinopsis â œlloronaâ recomend tip piºblic lug tiemp recorr verd camp lloron dueñ vid muert ensueñ temor human corazon hombr cab sentimient amor odi haci amor platon asfixi delir inconsecuent desesper odi profund rotund ser correspond amor desatin llev hombr entreg bien mis preci cambi amor lloron vid fund asi laz etern natali cicer deiv guerrer dirig cortometraj part adapt letr â œla lloronaâ cantautor chivel varg esti protagoniz natali cicer deiv guerrer
"El cortometraje trata de sensibilizar y enfocar al publico de que lo que ven a su alrededor no lo es todo de que dejar pasar las pequeñas cosas que nos rodean como lo son los hermosos paisajes, las personas, las pequeñas acciones, que el estar centrados en un celular tratando de mostrar lo que no somos en las redes sociales no lo es todo y no nos hace feliz, que se puede alcanzar mas si se da un esfuerzo y se empieza a ascender hacia lo que queremos en la vida a aprender a observar eso es lo que trata de mostrar este cortometraje al pÍºblico, a veces no nos damos cuenta que la vida que llevamos a diario, la rutina no lo es todo que esa rutina no valdrÍ la pena cuando no hemos disfrutado lo que nos rodea, ver tomarse un minuto para admirar un paisaje lo es todo.",cortometraj trat sensibiliz enfoc public ven alrededor dej pas pequeñ cos rod hermos paisaj person pequeñ accion centr celul trat mostr red social hac feliz pued alcanz mas si da esfuerz empiez ascend haci quer vid aprend observ trat mostr cortometraj piºblic vec dam cuent vid llev diari rutin rutin valdr pen disfrut rode ver tom minut admir paisaj
